Scenario,Region,Variable,2020,2025,2030,2035,2040,2045,2050
NonFossil_CoC,South Korea,final_energy,5.22E+11,5.19E+11,5.60E+11,5.64E+11,5.90E+11,5.79E+11,5.76E+11
NonFossil_CoC,Southeast Asia,final_energy,7.43E+11,8.83E+11,1.08E+12,1.28E+12,1.48E+12,1.69E+12,1.93E+12
NonFossil_CoC,Taiwan,final_energy,2.73E+11,3.14E+11,3.48E+11,3.59E+11,3.73E+11,3.77E+11,3.74E+11
NonFossil_CoC,USA,final_energy,3.78E+12,4.39E+12,4.98E+12,5.61E+12,6.08E+12,6.41E+12,6.59E+12
NDC_EI_CoC,Africa_Eastern,final_energy,6.49E+10,1.04E+11,1.71E+11,2.81E+11,4.49E+11,6.68E+11,9.48E+11
NDC_EI_CoC,Africa_Northern,final_energy,3.08E+11,3.84E+11,4.99E+11,6.36E+11,7.80E+11,9.30E+11,1.08E+12
NDC_EI_CoC,Africa_Southern,final_energy,6.76E+10,8.10E+10,1.11E+11,1.58E+11,2.26E+11,3.23E+11,4.67E+11
NDC_EI_CoC,Africa_Western,final_energy,7.76E+10,9.56E+10,1.43E+11,2.29E+11,3.57E+11,5.54E+11,8.58E+11
NDC_EI_CoC,Argentina,final_energy,1.16E+11,1.41E+11,1.66E+11,1.92E+11,2.17E+11,2.40E+11,2.64E+11
NDC_EI_CoC,Australia_NZ,final_energy,2.67E+11,2.91E+11,3.18E+11,3.75E+11,4.30E+11,4.81E+11,5.54E+11
NDC_EI_CoC,Brazil,final_energy,4.85E+11,6.36E+11,7.26E+11,8.42E+11,9.46E+11,1.04E+12,1.12E+12
NDC_EI_CoC,Canada,final_energy,6.44E+11,7.88E+11,9.42E+11,1.09E+12,1.20E+12,1.28E+12,1.32E+12
NDC_EI_CoC,Central America and Caribbean,final_energy,1.35E+11,1.69E+11,2.25E+11,2.95E+11,3.65E+11,4.34E+11,5.05E+11
NDC_EI_CoC,Central Asia,final_energy,2.35E+11,2.82E+11,3.42E+11,3.92E+11,4.56E+11,5.16E+11,5.79E+11
NDC_EI_CoC,China,final_energy,6.33E+12,8.06E+12,8.70E+12,8.95E+12,8.92E+12,8.73E+12,8.67E+12
NDC_EI_CoC,Colombia,final_energy,7.08E+10,8.98E+10,1.20E+11,1.59E+11,2.16E+11,2.50E+11,2.69E+11
NDC_EI_CoC,EU-12,final_energy,4.29E+11,5.07E+11,5.44E+11,5.76E+11,6.37E+11,6.69E+11,7.02E+11
NDC_EI_CoC,EU-15,final_energy,2.35E+12,2.71E+12,3.00E+12,3.24E+12,3.53E+12,3.78E+12,4.06E+12
NDC_EI_CoC,Europe_Eastern,final_energy,1.71E+11,1.64E+11,1.88E+11,2.29E+11,2.58E+11,2.74E+11,2.85E+11
NDC_EI_CoC,Europe_Non_EU,final_energy,3.02E+11,3.67E+11,4.39E+11,5.23E+11,5.06E+11,5.26E+11,5.37E+11
NDC_EI_CoC,European Free Trade Association,final_energy,4.84E+11,5.34E+11,7.03E+11,8.49E+11,9.55E+11,1.05E+12,1.11E+12
NDC_EI_CoC,India,final_energy,1.30E+12,1.94E+12,2.72E+12,3.36E+12,4.02E+12,4.55E+12,5.03E+12
NDC_EI_CoC,Indonesia,final_energy,2.93E+11,3.78E+11,4.97E+11,6.07E+11,7.24E+11,8.03E+11,9.04E+11
NDC_EI_CoC,Japan,final_energy,8.65E+11,8.90E+11,9.77E+11,9.86E+11,9.83E+11,9.74E+11,9.79E+11
NDC_EI_CoC,Mexico,final_energy,2.50E+11,2.78E+11,3.36E+11,4.07E+11,4.63E+11,5.10E+11,5.60E+11
NDC_EI_CoC,Middle East,final_energy,9.20E+11,1.16E+12,1.39E+12,1.60E+12,1.84E+12,2.08E+12,2.33E+12
NDC_EI_CoC,Pakistan,final_energy,1.35E+11,1.67E+11,2.21E+11,2.93E+11,3.85E+11,4.97E+11,6.28E+11
NDC_EI_CoC,Russia,final_energy,9.31E+11,1.00E+12,1.09E+12,1.16E+12,1.25E+12,1.31E+12,1.35E+12
NDC_EI_CoC,South Africa,final_energy,1.97E+11,2.07E+11,2.31E+11,2.57E+11,2.93E+11,3.33E+11,3.78E+11
NDC_EI_CoC,South America_Northern,final_energy,3.19E+10,5.27E+10,7.82E+10,1.07E+11,1.30E+11,1.51E+11,1.75E+11
NDC_EI_CoC,South America_Southern,final_energy,2.10E+11,2.45E+11,2.95E+11,3.72E+11,4.57E+11,5.44E+11,6.39E+11
NDC_EI_CoC,South Asia,final_energy,1.24E+11,1.65E+11,2.24E+11,2.90E+11,3.65E+11,4.44E+11,5.35E+11
NDC_EI_CoC,South Korea,final_energy,5.22E+11,5.23E+11,5.71E+11,5.78E+11,4.78E+11,6.03E+11,5.83E+11
NDC_EI_CoC,Southeast Asia,final_energy,7.43E+11,8.84E+11,1.09E+12,1.28E+12,1.50E+12,1.73E+12,1.99E+12
NDC_EI_CoC,Taiwan,final_energy,2.73E+11,3.14E+11,3.48E+11,3.58E+11,3.72E+11,3.78E+11,3.76E+11
NDC_EI_CoC,USA,final_energy,3.78E+12,4.40E+12,5.01E+12,5.69E+12,6.22E+12,6.62E+12,6.94E+12
Survey_CoC,Africa_Eastern,final_energy,6.49E+10,1.03E+11,1.70E+11,2.82E+11,4.57E+11,6.88E+11,9.89E+11
Survey_CoC,Africa_Northern,final_energy,3.08E+11,3.79E+11,4.84E+11,6.10E+11,7.39E+11,8.75E+11,1.02E+12
Survey_CoC,Africa_Southern,final_energy,6.76E+10,7.94E+10,1.08E+11,1.52E+11,2.17E+11,3.12E+11,4.57E+11
Survey_CoC,Africa_Western,final_energy,7.76E+10,9.53E+10,1.40E+11,2.21E+11,3.46E+11,5.45E+11,8.65E+11
Survey_CoC,Argentina,final_energy,1.16E+11,1.41E+11,1.64E+11,1.89E+11,2.12E+11,2.35E+11,2.59E+11
Survey_CoC,Australia_NZ,final_energy,2.67E+11,2.91E+11,3.18E+11,3.67E+11,4.20E+11,4.69E+11,5.38E+11
Survey_CoC,Brazil,final_energy,4.84E+11,6.33E+11,7.16E+11,8.23E+11,9.12E+11,9.98E+11,1.07E+12
Survey_CoC,Canada,final_energy,6.44E+11,7.80E+11,9.29E+11,1.09E+12,1.19E+12,1.27E+12,1.32E+12
Survey_CoC,Central America and Caribbean,final_energy,1.35E+11,1.69E+11,2.28E+11,3.02E+11,3.72E+11,4.43E+11,5.19E+11
Survey_CoC,Central Asia,final_energy,2.35E+11,2.75E+11,3.25E+11,3.71E+11,4.29E+11,4.89E+11,5.57E+11
Survey_CoC,China,final_energy,6.33E+12,8.04E+12,8.68E+12,8.88E+12,8.84E+12,8.66E+12,8.70E+12
Survey_CoC,Colombia,final_energy,7.07E+10,8.97E+10,1.19E+11,1.58E+11,2.05E+11,2.36E+11,2.50E+11
Survey_CoC,EU-12,final_energy,4.29E+11,5.06E+11,5.51E+11,5.84E+11,6.38E+11,6.72E+11,7.15E+11
Survey_CoC,EU-15,final_energy,2.35E+12,2.70E+12,2.77E+12,3.22E+12,3.50E+12,3.77E+12,4.07E+12
Survey_CoC,Europe_Eastern,final_energy,1.71E+11,1.62E+11,1.86E+11,2.29E+11,2.56E+11,2.71E+11,2.80E+11
Survey_CoC,Europe_Non_EU,final_energy,3.02E+11,3.64E+11,4.30E+11,5.07E+11,5.01E+11,4.97E+11,5.03E+11
Survey_CoC,European Free Trade Association,final_energy,4.84E+11,5.23E+11,6.78E+11,8.29E+11,9.36E+11,1.04E+12,1.11E+12
Survey_CoC,India,final_energy,1.30E+12,1.91E+12,2.64E+12,3.18E+12,3.76E+12,4.25E+12,4.70E+12
Survey_CoC,Indonesia,final_energy,2.93E+11,3.75E+11,4.81E+11,5.78E+11,6.76E+11,7.50E+11,8.49E+11
Survey_CoC,Japan,final_energy,8.65E+11,8.82E+11,1.08E+12,1.03E+12,1.03E+12,1.02E+12,1.01E+12
Survey_CoC,Mexico,final_energy,2.50E+11,2.78E+11,3.32E+11,3.93E+11,4.39E+11,4.81E+11,5.27E+11
Survey_CoC,Middle East,final_energy,9.20E+11,1.15E+12,1.35E+12,1.53E+12,1.75E+12,1.97E+12,2.22E+12
Survey_CoC,Pakistan,final_energy,1.35E+11,1.66E+11,2.18E+11,2.85E+11,3.73E+11,4.79E+11,6.03E+11
Survey_CoC,Russia,final_energy,9.31E+11,9.89E+11,1.05E+12,1.13E+12,1.21E+12,1.28E+12,1.34E+12
Survey_CoC,South Africa,final_energy,1.97E+11,2.06E+11,2.27E+11,2.47E+11,2.77E+11,3.14E+11,3.58E+11
Survey_CoC,South America_Northern,final_energy,3.19E+10,5.24E+10,7.72E+10,1.04E+11,1.26E+11,1.46E+11,1.70E+11
Survey_CoC,South America_Southern,final_energy,2.10E+11,2.44E+11,2.93E+11,3.68E+11,4.51E+11,5.37E+11,6.34E+11
Survey_CoC,South Asia,final_energy,1.24E+11,1.64E+11,2.21E+11,2.81E+11,3.51E+11,4.24E+11,5.10E+11
Survey_CoC,South Korea,final_energy,5.22E+11,5.18E+11,5.61E+11,5.65E+11,5.91E+11,5.78E+11,5.76E+11
Survey_CoC,Southeast Asia,final_energy,7.43E+11,8.78E+11,1.07E+12,1.25E+12,1.45E+12,1.66E+12,1.90E+12
Survey_CoC,Taiwan,final_energy,2.73E+11,3.12E+11,3.44E+11,3.53E+11,3.64E+11,3.67E+11,3.64E+11
Survey_CoC,USA,final_energy,3.78E+12,4.37E+12,4.93E+12,5.53E+12,5.97E+12,6.26E+12,6.39E+12
Fragmented_CoC,Africa_Eastern,final_energy,6.49E+10,1.02E+11,1.67E+11,2.67E+11,4.18E+11,6.15E+11,8.68E+11
Fragmented_CoC,Africa_Northern,final_energy,3.08E+11,3.83E+11,4.94E+11,6.27E+11,7.67E+11,9.13E+11,1.06E+12
Fragmented_CoC,Africa_Southern,final_energy,6.76E+10,8.01E+10,1.08E+11,1.51E+11,2.13E+11,2.98E+11,4.22E+11
Fragmented_CoC,Africa_Western,final_energy,7.76E+10,9.56E+10,1.41E+11,2.23E+11,3.46E+11,5.30E+11,8.12E+11
Fragmented_CoC,Argentina,final_energy,1.16E+11,1.43E+11,1.69E+11,1.98E+11,2.27E+11,2.55E+11,2.86E+11
Fragmented_CoC,Australia_NZ,final_energy,2.67E+11,2.91E+11,3.16E+11,3.75E+11,4.31E+11,4.80E+11,5.52E+11
Fragmented_CoC,Brazil,final_energy,4.84E+11,6.28E+11,7.07E+11,8.03E+11,8.84E+11,9.57E+11,1.01E+12
Fragmented_CoC,Canada,final_energy,6.44E+11,7.89E+11,9.43E+11,1.10E+12,1.20E+12,1.28E+12,1.33E+12
Fragmented_CoC,Central America and Caribbean,final_energy,1.35E+11,1.68E+11,2.23E+11,2.91E+11,3.58E+11,4.24E+11,4.92E+11
Fragmented_CoC,Central Asia,final_energy,2.35E+11,2.78E+11,3.30E+11,3.73E+11,4.24E+11,4.68E+11,5.13E+11
Fragmented_CoC,China,final_energy,6.33E+12,8.05E+12,8.69E+12,8.93E+12,8.90E+12,8.70E+12,8.65E+12
Fragmented_CoC,Colombia,final_energy,7.07E+10,8.82E+10,1.15E+11,1.49E+11,1.95E+11,2.20E+11,2.31E+11
Fragmented_CoC,EU-12,final_energy,4.29E+11,5.09E+11,5.49E+11,5.85E+11,6.49E+11,6.85E+11,7.24E+11
Fragmented_CoC,EU-15,final_energy,2.35E+12,2.71E+12,2.99E+12,3.24E+12,3.54E+12,3.79E+12,4.07E+12
Fragmented_CoC,Europe_Eastern,final_energy,1.71E+11,1.64E+11,1.89E+11,2.31E+11,2.60E+11,2.78E+11,2.89E+11
Fragmented_CoC,Europe_Non_EU,final_energy,3.02E+11,3.67E+11,4.38E+11,5.21E+11,5.19E+11,5.25E+11,5.35E+11
Fragmented_CoC,European Free Trade Association,final_energy,4.84E+11,5.34E+11,7.05E+11,8.54E+11,9.62E+11,1.06E+12,1.13E+12
Fragmented_CoC,India,final_energy,1.30E+12,1.93E+12,2.68E+12,3.24E+12,3.85E+12,4.32E+12,4.74E+12
Fragmented_CoC,Indonesia,final_energy,2.93E+11,3.75E+11,4.88E+11,5.88E+11,6.91E+11,7.57E+11,8.41E+11
Fragmented_CoC,Japan,final_energy,8.65E+11,8.89E+11,9.72E+11,9.84E+11,9.84E+11,9.68E+11,9.69E+11
Fragmented_CoC,Mexico,final_energy,2.50E+11,2.74E+11,3.26E+11,3.84E+11,4.25E+11,4.59E+11,5.01E+11
Fragmented_CoC,Middle East,final_energy,9.20E+11,1.16E+12,1.37E+12,1.56E+12,1.79E+12,2.02E+12,2.27E+12
Fragmented_CoC,Pakistan,final_energy,1.35E+11,1.67E+11,2.21E+11,2.91E+11,3.84E+11,4.95E+11,6.25E+11
Fragmented_CoC,Russia,final_energy,9.31E+11,9.92E+11,1.06E+12,1.12E+12,1.18E+12,1.21E+12,1.23E+12
Fragmented_CoC,South Africa,final_energy,1.97E+11,2.05E+11,2.28E+11,2.46E+11,2.72E+11,3.01E+11,3.36E+11
Fragmented_CoC,South America_Northern,final_energy,3.19E+10,5.35E+10,8.01E+10,1.12E+11,1.42E+11,1.69E+11,1.99E+11
Fragmented_CoC,South America_Southern,final_energy,2.10E+11,2.44E+11,2.90E+11,3.60E+11,4.37E+11,5.13E+11,5.95E+11
Fragmented_CoC,South Asia,final_energy,1.24E+11,1.64E+11,2.22E+11,2.85E+11,3.57E+11,4.31E+11,5.16E+11
Fragmented_CoC,South Korea,final_energy,5.22E+11,5.24E+11,5.73E+11,5.80E+11,6.06E+11,5.95E+11,5.71E+11
Fragmented_CoC,Southeast Asia,final_energy,7.43E+11,8.78E+11,1.07E+12,1.24E+12,1.43E+12,1.63E+12,1.84E+12
Fragmented_CoC,Taiwan,final_energy,2.73E+11,3.14E+11,3.48E+11,3.59E+11,3.73E+11,3.80E+11,3.77E+11
Fragmented_CoC,USA,final_energy,3.78E+12,4.38E+12,4.98E+12,5.65E+12,6.16E+12,6.48E+12,6.64E+12
Windfall_CP,Africa_Eastern,final_energy,6.49E+10,1.06E+11,1.76E+11,2.83E+11,4.42E+11,6.48E+11,9.18E+11
Windfall_CP,Africa_Northern,final_energy,3.08E+11,3.83E+11,4.96E+11,6.31E+11,7.72E+11,9.21E+11,1.08E+12
Windfall_CP,Africa_Southern,final_energy,6.76E+10,8.98E+10,1.29E+11,1.85E+11,2.62E+11,3.64E+11,5.01E+11
Windfall_CP,Africa_Western,final_energy,7.76E+10,1.04E+11,1.58E+11,2.57E+11,4.00E+11,6.06E+11,9.09E+11
Windfall_CP,Argentina,final_energy,1.16E+11,1.45E+11,1.69E+11,1.91E+11,2.13E+11,2.30E+11,2.46E+11
Windfall_CP,Australia_NZ,final_energy,2.67E+11,3.16E+11,3.21E+11,3.59E+11,3.84E+11,4.11E+11,4.40E+11
Windfall_CP,Brazil,final_energy,4.84E+11,6.40E+11,7.26E+11,8.29E+11,9.24E+11,1.02E+12,1.08E+12
Windfall_CP,Canada,final_energy,6.44E+11,7.73E+11,9.23E+11,1.04E+12,1.15E+12,1.23E+12,1.30E+12
Windfall_CP,Central America and Caribbean,final_energy,1.35E+11,1.84E+11,2.37E+11,2.93E+11,3.55E+11,4.16E+11,4.81E+11
Windfall_CP,Central Asia,final_energy,2.35E+11,2.84E+11,3.38E+11,4.03E+11,4.66E+11,5.18E+11,5.64E+11
Windfall_CP,China,final_energy,6.33E+12,8.17E+12,8.85E+12,9.22E+12,9.16E+12,8.94E+12,8.80E+12
Windfall_CP,Colombia,final_energy,7.07E+10,9.67E+10,1.19E+11,1.36E+11,1.53E+11,1.66E+11,1.78E+11
Windfall_CP,EU-12,final_energy,4.29E+11,5.08E+11,5.44E+11,5.74E+11,6.30E+11,6.59E+11,6.89E+11
Windfall_CP,EU-15,final_energy,2.35E+12,2.71E+12,3.00E+12,3.22E+12,3.50E+12,3.75E+12,4.01E+12
Windfall_CP,Europe_Eastern,final_energy,1.71E+11,1.64E+11,1.98E+11,2.47E+11,2.79E+11,2.90E+11,2.99E+11
Windfall_CP,Europe_Non_EU,final_energy,3.02E+11,3.68E+11,4.35E+11,5.21E+11,5.20E+11,5.32E+11,5.43E+11
Windfall_CP,European Free Trade Association,final_energy,4.84E+11,5.33E+11,6.21E+11,6.88E+11,7.73E+11,8.45E+11,9.08E+11
Windfall_CP,India,final_energy,1.30E+12,1.94E+12,2.71E+12,3.33E+12,4.01E+12,4.56E+12,5.06E+12
Windfall_CP,Indonesia,final_energy,2.93E+11,3.76E+11,4.93E+11,5.87E+11,6.65E+11,7.43E+11,8.47E+11
Windfall_CP,Japan,final_energy,8.65E+11,9.07E+11,9.86E+11,9.73E+11,9.55E+11,9.35E+11,9.39E+11
Windfall_CP,Mexico,final_energy,2.50E+11,2.96E+11,3.49E+11,4.10E+11,4.60E+11,5.05E+11,5.55E+11
Windfall_CP,Middle East,final_energy,9.20E+11,1.21E+12,1.41E+12,1.51E+12,1.74E+12,1.92E+12,2.10E+12
Windfall_CP,Pakistan,final_energy,1.35E+11,1.68E+11,2.22E+11,2.93E+11,3.85E+11,4.96E+11,6.28E+11
Windfall_CP,Russia,final_energy,9.31E+11,9.98E+11,1.07E+12,1.15E+12,1.25E+12,1.27E+12,1.30E+12
Windfall_CP,South Africa,final_energy,1.97E+11,2.23E+11,2.61E+11,2.84E+11,3.04E+11,3.25E+11,3.49E+11
Windfall_CP,South America_Northern,final_energy,3.19E+10,5.25E+10,7.72E+10,1.03E+11,1.26E+11,1.48E+11,1.72E+11
Windfall_CP,South America_Southern,final_energy,2.10E+11,2.60E+11,3.14E+11,3.74E+11,4.33E+11,4.90E+11,5.47E+11
Windfall_CP,South Asia,final_energy,1.24E+11,1.65E+11,2.26E+11,2.91E+11,3.67E+11,4.47E+11,5.37E+11
Windfall_CP,South Korea,final_energy,5.22E+11,5.57E+11,6.13E+11,6.46E+11,6.62E+11,5.77E+11,5.62E+11
Windfall_CP,Southeast Asia,final_energy,7.43E+11,9.28E+11,1.17E+12,1.43E+12,1.70E+12,1.96E+12,2.22E+12
Windfall_CP,Taiwan,final_energy,2.73E+11,3.08E+11,3.40E+11,3.60E+11,3.73E+11,3.79E+11,3.76E+11
Windfall_CP,USA,final_energy,3.78E+12,4.35E+12,4.82E+12,5.31E+12,5.76E+12,6.14E+12,6.45E+12
Windfall_NDC,Africa_Eastern,final_energy,6.49E+10,1.06E+11,1.77E+11,2.86E+11,4.52E+11,6.69E+11,9.46E+11
Windfall_NDC,Africa_Northern,final_energy,3.08E+11,3.84E+11,4.97E+11,6.31E+11,7.73E+11,9.21E+11,1.07E+12
Windfall_NDC,Africa_Southern,final_energy,6.76E+10,8.10E+10,1.10E+11,1.57E+11,2.25E+11,3.21E+11,4.64E+11
Windfall_NDC,Africa_Western,final_energy,7.76E+10,9.58E+10,1.43E+11,2.27E+11,3.53E+11,5.47E+11,8.45E+11
Windfall_NDC,Argentina,final_energy,1.16E+11,1.41E+11,1.65E+11,1.91E+11,2.16E+11,2.39E+11,2.63E+11
Windfall_NDC,Australia_NZ,final_energy,2.67E+11,2.91E+11,3.18E+11,3.75E+11,4.30E+11,4.81E+11,5.53E+11
Windfall_NDC,Brazil,final_energy,4.84E+11,6.32E+11,7.17E+11,8.28E+11,9.29E+11,1.02E+12,1.10E+12
Windfall_NDC,Canada,final_energy,6.44E+11,7.88E+11,9.42E+11,1.09E+12,1.20E+12,1.28E+12,1.32E+12
Windfall_NDC,Central America and Caribbean,final_energy,1.35E+11,1.75E+11,2.35E+11,3.04E+11,3.73E+11,4.40E+11,5.10E+11
Windfall_NDC,Central Asia,final_energy,2.35E+11,2.82E+11,3.42E+11,3.92E+11,4.56E+11,5.16E+11,5.79E+11
Windfall_NDC,China,final_energy,6.33E+12,8.05E+12,8.68E+12,8.92E+12,8.89E+12,8.70E+12,8.64E+12
Windfall_NDC,Colombia,final_energy,7.07E+10,9.07E+10,1.22E+11,1.61E+11,2.17E+11,2.50E+11,2.69E+11
Windfall_NDC,EU-12,final_energy,4.29E+11,5.07E+11,5.44E+11,5.77E+11,6.37E+11,6.69E+11,7.02E+11
Windfall_NDC,EU-15,final_energy,2.35E+12,2.71E+12,3.00E+12,3.24E+12,3.53E+12,3.78E+12,4.06E+12
Windfall_NDC,Europe_Eastern,final_energy,1.71E+11,1.64E+11,1.88E+11,2.30E+11,2.57E+11,2.75E+11,2.86E+11
Windfall_NDC,Europe_Non_EU,final_energy,3.02E+11,3.68E+11,4.40E+11,5.24E+11,5.21E+11,5.29E+11,5.40E+11
Windfall_NDC,European Free Trade Association,final_energy,4.84E+11,5.33E+11,7.03E+11,8.50E+11,9.56E+11,1.05E+12,1.11E+12
Windfall_NDC,India,final_energy,1.30E+12,1.95E+12,2.72E+12,3.35E+12,4.02E+12,4.55E+12,5.03E+12
Windfall_NDC,Indonesia,final_energy,2.93E+11,3.78E+11,4.95E+11,6.05E+11,7.21E+11,7.99E+11,9.00E+11
Windfall_NDC,Japan,final_energy,8.65E+11,8.89E+11,9.73E+11,9.81E+11,9.76E+11,9.68E+11,9.73E+11
Windfall_NDC,Mexico,final_energy,2.50E+11,2.78E+11,3.35E+11,4.05E+11,4.59E+11,5.06E+11,5.57E+11
Windfall_NDC,Middle East,final_energy,9.20E+11,1.16E+12,1.38E+12,1.57E+12,1.81E+12,2.04E+12,2.29E+12
Windfall_NDC,Pakistan,final_energy,1.35E+11,1.68E+11,2.22E+11,2.93E+11,3.85E+11,4.96E+11,6.27E+11
Windfall_NDC,Russia,final_energy,9.31E+11,1.00E+12,1.09E+12,1.16E+12,1.25E+12,1.31E+12,1.35E+12
Windfall_NDC,South Africa,final_energy,1.97E+11,2.06E+11,2.30E+11,2.56E+11,2.91E+11,3.30E+11,3.75E+11
Windfall_NDC,South America_Northern,final_energy,3.19E+10,5.28E+10,7.81E+10,1.07E+11,1.31E+11,1.52E+11,1.76E+11
Windfall_NDC,South America_Southern,final_energy,2.10E+11,2.45E+11,2.95E+11,3.72E+11,4.56E+11,5.42E+11,6.38E+11
Windfall_NDC,South Asia,final_energy,1.24E+11,1.66E+11,2.27E+11,2.92E+11,3.68E+11,4.46E+11,5.36E+11
Windfall_NDC,South Korea,final_energy,5.22E+11,5.23E+11,5.71E+11,5.78E+11,6.04E+11,5.92E+11,5.66E+11
Windfall_NDC,Southeast Asia,final_energy,7.43E+11,8.84E+11,1.09E+12,1.28E+12,1.50E+12,1.72E+12,1.98E+12
Windfall_NDC,Taiwan,final_energy,2.73E+11,3.14E+11,3.48E+11,3.58E+11,3.72E+11,3.78E+11,3.75E+11
Windfall_NDC,USA,final_energy,3.78E+12,4.40E+12,5.01E+12,5.69E+12,6.22E+12,6.62E+12,6.94E+12
Survey_CoC_Infl,Africa_Eastern,final_energy,6.49E+10,9.86E+10,1.62E+11,2.70E+11,4.42E+11,6.73E+11,9.80E+11
Survey_CoC_Infl,Africa_Northern,final_energy,3.08E+11,3.73E+11,4.78E+11,6.03E+11,7.33E+11,8.71E+11,1.02E+12
Survey_CoC_Infl,Africa_Southern,final_energy,6.76E+10,7.77E+10,1.05E+11,1.47E+11,2.12E+11,3.06E+11,4.54E+11
Survey_CoC_Infl,Africa_Western,final_energy,7.76E+10,9.37E+10,1.37E+11,2.17E+11,3.38E+11,5.36E+11,8.61E+11
Survey_CoC_Infl,Argentina,final_energy,1.16E+11,1.39E+11,1.62E+11,1.87E+11,2.10E+11,2.33E+11,2.58E+11
Survey_CoC_Infl,Australia_NZ,final_energy,2.67E+11,2.89E+11,3.10E+11,3.53E+11,4.07E+11,4.58E+11,5.32E+11
Survey_CoC_Infl,Brazil,final_energy,4.84E+11,6.26E+11,7.11E+11,8.13E+11,9.03E+11,9.89E+11,1.07E+12
Survey_CoC_Infl,Canada,final_energy,6.44E+11,7.58E+11,9.00E+11,1.05E+12,1.16E+12,1.24E+12,1.30E+12
Survey_CoC_Infl,Central America and Caribbean,final_energy,1.35E+11,1.65E+11,2.18E+11,2.90E+11,3.61E+11,4.34E+11,5.12E+11
Survey_CoC_Infl,Central Asia,final_energy,2.35E+11,2.65E+11,3.12E+11,3.59E+11,4.16E+11,4.78E+11,5.51E+11
Survey_CoC_Infl,China,final_energy,6.33E+12,8.02E+12,8.64E+12,8.86E+12,8.82E+12,8.65E+12,8.69E+12
Survey_CoC_Infl,Colombia,final_energy,7.07E+10,8.69E+10,1.15E+11,1.54E+11,2.00E+11,2.31E+11,2.52E+11
Survey_CoC_Infl,EU-12,final_energy,4.29E+11,5.01E+11,5.40E+11,5.58E+11,6.14E+11,6.51E+11,6.99E+11
Survey_CoC_Infl,EU-15,final_energy,2.35E+12,2.69E+12,2.96E+12,3.17E+12,3.44E+12,3.71E+12,4.02E+12
Survey_CoC_Infl,Europe_Eastern,final_energy,1.71E+11,1.57E+11,1.80E+11,2.25E+11,2.52E+11,2.68E+11,2.78E+11
Survey_CoC_Infl,Europe_Non_EU,final_energy,3.02E+11,3.62E+11,4.27E+11,5.04E+11,4.98E+11,4.94E+11,5.00E+11
Survey_CoC_Infl,European Free Trade Association,final_energy,4.84E+11,5.03E+11,6.55E+11,8.08E+11,9.19E+11,1.03E+12,1.10E+12
Survey_CoC_Infl,India,final_energy,1.30E+12,1.90E+12,2.61E+12,3.15E+12,3.74E+12,4.23E+12,4.70E+12
Survey_CoC_Infl,Indonesia,final_energy,2.93E+11,3.71E+11,4.76E+11,5.73E+11,6.71E+11,7.45E+11,8.47E+11
Survey_CoC_Infl,Japan,final_energy,8.65E+11,8.72E+11,9.57E+11,9.46E+11,9.32E+11,9.45E+11,9.64E+11
Survey_CoC_Infl,Mexico,final_energy,2.50E+11,2.71E+11,3.26E+11,3.84E+11,4.30E+11,4.73E+11,5.21E+11
Survey_CoC_Infl,Middle East,final_energy,9.20E+11,1.13E+12,1.32E+12,1.48E+12,1.70E+12,1.94E+12,2.21E+12
Survey_CoC_Infl,Pakistan,final_energy,1.35E+11,1.63E+11,2.13E+11,2.80E+11,3.68E+11,4.74E+11,6.01E+11
Survey_CoC_Infl,Russia,final_energy,9.31E+11,9.64E+11,1.02E+12,1.11E+12,1.19E+12,1.26E+12,1.33E+12
Survey_CoC_Infl,South Africa,final_energy,1.97E+11,2.04E+11,2.26E+11,2.43E+11,2.71E+11,3.08E+11,3.54E+11
Survey_CoC_Infl,South America_Northern,final_energy,3.19E+10,5.20E+10,7.69E+10,1.04E+11,1.26E+11,1.46E+11,1.70E+11
Survey_CoC_Infl,South America_Southern,final_energy,2.10E+11,2.40E+11,2.85E+11,3.55E+11,4.36E+11,5.23E+11,6.26E+11
Survey_CoC_Infl,South Asia,final_energy,1.24E+11,1.61E+11,2.17E+11,2.78E+11,3.47E+11,4.21E+11,5.08E+11
Survey_CoC_Infl,South Korea,final_energy,5.22E+11,5.12E+11,5.50E+11,5.51E+11,5.75E+11,5.61E+11,5.67E+11
Survey_CoC_Infl,Southeast Asia,final_energy,7.43E+11,8.64E+11,1.05E+12,1.23E+12,1.43E+12,1.64E+12,1.89E+12
Survey_CoC_Infl,Taiwan,final_energy,2.73E+11,3.12E+11,3.44E+11,3.52E+11,3.64E+11,3.67E+11,3.64E+11
Survey_CoC_Infl,USA,final_energy,3.78E+12,4.32E+12,4.88E+12,5.51E+12,6.03E+12,6.34E+12,6.45E+12
